gene	NA	NA	C3.5.11.FC	NA
NARS2	NA	NA	0.0849387059999991	NA
NDUFA1	NA	NA	-0.07779004	NA
NDUFA10	NA	NA	0.129182592999999	NA
NDUFA11	NA	NA	0.0171636100000008	NA
NDUFA12	NA	NA	0.0289543100000014	NA
NDUFA13	NA	NA	0.34204276	NA
NDUFA2	NA	NA	-0.0164986999999996	NA
NDUFA3	NA	NA	-0.0390729200000006	NA
NDUFA4	NA	NA	0.25588707	NA
NDUFA5	NA	NA	0.0276309060000006	NA
NDUFA6	NA	NA	0.0273879499999996	NA
NDUFA7	NA	NA	-0.0609727430000007	NA
NDUFA8	NA	NA	-0.221273050000001	NA
NDUFA9	NA	NA	-0.0886196899999998	NA
NDUFAB1	NA	NA	0.0927182599999998	NA
NDUFAF1	NA	NA	-0.0610985629999998	NA
NDUFAF2	NA	NA	0.0153214599999991	NA
NDUFAF3	NA	NA	-0.0611319999999989	NA
NDUFB1	NA	NA	0.0552327140000006	NA
NDUFB10	NA	NA	-0.34474715	NA
NDUFB11	NA	NA	-0.0934437800000012	NA
NDUFB2	NA	NA	-0.0720871299999999	NA
NDUFB3	NA	NA	0.17073398	NA
NDUFB4	NA	NA	0.0511757419999999	NA
NDUFB5	NA	NA	-0.324999010000001	NA
NDUFB6	NA	NA	-0.0134928300000006	NA
NDUFB7	NA	NA	0.0519251999999994	NA
NDUFB8	NA	NA	0.0224776599999998	NA
NDUFB9	NA	NA	0.1579958	NA
NDUFC1	NA	NA	0.3813453	NA
NDUFC2	NA	NA	0.0366673630000003	NA
NDUFS1	NA	NA	0.092412521	NA
NDUFS2	NA	NA	0.0361746169999995	NA
NDUFS3	NA	NA	0.229197640000001	NA
NDUFS4	NA	NA	-0.0842489200000003	NA
NDUFS5	NA	NA	0.165447950000001	NA
NDUFS6	NA	NA	0.00957995399999945	NA
NDUFS7	NA	NA	-0.0259931399999989	NA
NDUFS8	NA	NA	-0.10628992	NA
NDUFV1	NA	NA	0.105687270000001	NA
NDUFV2	NA	NA	0.0235812700000011	NA
NDUFV3	NA	NA	-0.0178326950000001	NA
NFE2L2	NA	NA	-0.178291784000001	NA
NFS1	NA	NA	0.0794545170000003	NA
NFU1	NA	NA	0.39403293	NA
NME3	NA	NA	0.20079696	NA
NME4	NA	NA	0.0140308200000003	NA
NME6	NA	NA	0.085003394000001	NA
NRF1	NA	NA	-0.105483511	NA
NSUN2	NA	NA	0.34595019	NA
NTHL1	NA	NA	-0.0544307289999999	NA
NUBP1	NA	NA	-0.0342531480000012	NA
NUBP2	NA	NA	-0.130357642	NA
NUBPL	NA	NA	-0.07222857	NA
OGDH	NA	NA	-0.056336935	NA
OGG1	NA	NA	0.174970717000001	NA
OMA1	NA	NA	0.086381416	NA
OPA1	NA	NA	0.182027912	NA
OPA3	NA	NA	0.0210920330000004	NA
OSGEPL1	NA	NA	-0.0131901389999998	NA
OTC	NA	NA	0.041330028	NA
OXA1L	NA	NA	0.0810940899999988	NA
PACS2	NA	NA	-0.035846212	NA
PARK2	NA	NA	0.0630157630000001	NA
PARL	NA	NA	0.156219719999999	NA
PARS2	NA	NA	-0.0782540909999998	NA
PDHA1	NA	NA	-0.0653695600000006	NA
PDHA2	NA	NA	-0.216040742	NA
PDHB	NA	NA	-0.0466602600000012	NA
PDHX	NA	NA	-0.188652226999999	NA
PFKL	NA	NA	0.0788346170000001	NA
PFKM	NA	NA	-0.16221146	NA
PFKP	NA	NA	0.0173501399999996	NA
PGAM1	NA	NA	0.11881062	NA
PGAM2	NA	NA	0.152312759000001	NA
PGK1	NA	NA	0.264303049	NA
PGK2	NA	NA	-0.0738421300000001	NA
PGS1	NA	NA	-0.115045306000001	NA
PHB	NA	NA	0.0338193400000009	NA
PHB2	NA	NA	-0.0768272000000003	NA
PINK1	NA	NA	0.0114380140000012	NA
PKIA	NA	NA	0.160669968000001	NA
PKLR	NA	NA	0.0165517570000002	NA
PKM2	NA	NA	0.00819384000000056	NA
PLD6	NA	NA	-0.404731787999999	NA
PMAIP1	NA	NA	0.0516492700000004	NA
PML	NA	NA	-0.0430004110000004	NA
PMPCA	NA	NA	0.052550720000001	NA
PMPCB	NA	NA	-0.264987570000001	NA
POLG	NA	NA	-0.314514635	NA
POLG2	NA	NA	-0.0979112420000003	NA
POLRMT	NA	NA	0.0492906170000005	NA
PPARGC1A	NA	NA	0.0429245790000001	NA
PPIA	NA	NA	-0.225774513999999	NA
PPIF	NA	NA	0.0918907679999998	NA
PPOX	NA	NA	-0.228043828000001	NA
PRDX3	NA	NA	-0.0299141400000007	NA
PTCD2	NA	NA	-0.180121395999999	NA
PTCD3	NA	NA	-0.150771031	NA
PTPMT1	NA	NA	-0.138814170000002	NA
PUS1	NA	NA	0.198513122000001	NA
PUS3	NA	NA	0.328271511999999	NA
QRSL1	NA	NA	0.13795009	NA
QTRT1	NA	NA	0.163378193	NA
QTRTD1	NA	NA	0.177882577	NA
RARS2	NA	NA	-0.0301198389999993	NA
RHOT1	NA	NA	-0.187843711999999	NA
RHOT2	NA	NA	0.198216537	NA
RMND1	NA	NA	0.0315750109999993	NA
RMRP	NA	NA	-0.0409173780000005	NA
RNASEH1	NA	NA	0.0304816099999989	NA
RNASEL	NA	NA	-0.17664939	NA
RPS19	NA	NA	-0.0634112099999999	NA
RPUSD2	NA	NA	-0.0505950399999993	NA
RPUSD4	NA	NA	0.230866840000001	NA
RRM2B	NA	NA	-0.086733014	NA
SAMM50	NA	NA	-0.163463539999999	NA
SARS2	NA	NA	-0.37166058	NA
SBDS	NA	NA	0.254277527999999	NA
SCO1	NA	NA	0.0630515200000001	NA
SCO2	NA	NA	0.050006239	NA
SDHA	NA	NA	-0.320809819999999	NA
SDHAF1	NA	NA	0.155085312000001	NA
SDHAF2	NA	NA	-0.0158924799999998	NA
SDHB	NA	NA	-0.0848413600000004	NA
SDHC	NA	NA	-0.0819858380000014	NA
SDHD	NA	NA	0.314706069	NA
SH3GLB1	NA	NA	0.0618765930000009	NA
SHC1	NA	NA	0.256665089	NA
SIGMAR1	NA	NA	0.00654121899999893	NA
SLC24A6	NA	NA	-0.445582768	NA
SLC25A1	NA	NA	0.18456492	NA
SLC25A19	NA	NA	-0.006105217	NA
SLC25A20	NA	NA	0.118378947	NA
SLC25A28	NA	NA	-0.335394785	NA
SLC25A3	NA	NA	0.02317882	NA
SLC25A33	NA	NA	0.177440346	NA
SLC25A37	NA	NA	0.0173945109999991	NA
SLC25A4	NA	NA	-0.25697652	NA
SLC25A5	NA	NA	-0.126674360000001	NA
SLC25A6	NA	NA	-0.13734988	NA
SLC27A1	NA	NA	-0.274450025999999	NA
SLC27A2	NA	NA	-0.0556413539999987	NA
SLC27A3	NA	NA	-0.0313572100000012	NA
SLC27A4	NA	NA	-0.114779668	NA
SLC27A5	NA	NA	-0.204182524	NA
SLC27A6	NA	NA	0.012930946	NA
SLC29A1	NA	NA	0.383568028000001	NA
SLC2A1	NA	NA	-0.0658638299999996	NA
SLC2A2	NA	NA	-0.00855739600000049	NA
SLC2A3	NA	NA	-0.196119620000001	NA
SLC2A4	NA	NA	0.0792296339999998	NA
SLC2A5	NA	NA	0.0844526160000001	NA
SOD1	NA	NA	-0.318265269999999	NA
SOD2	NA	NA	0.12006567	NA
SPG7	NA	NA	-0.321959319999999	NA
SQSTM1	NA	NA	-0.307474749999999	NA
SSBP1	NA	NA	0.319726660000001	NA
STOML2	NA	NA	0.0570746999999994	NA
SUCLA2	NA	NA	0.133427981000001	NA
SUCLG1	NA	NA	-0.120455829999999	NA
SUCLG2	NA	NA	-0.135904929999999	NA
SURF1	NA	NA	0.194184874000001	NA
TACO1	NA	NA	-0.137060669	NA
TARS2	NA	NA	0.0962413700000013	NA
TAZ	NA	NA	-0.069879512	NA
TCHP	NA	NA	0.237142854	NA
TERT	NA	NA	-0.228924126	NA
TFAM	NA	NA	0.0540306500000014	NA
TFB1M	NA	NA	-0.256394078	NA
TFB2M	NA	NA	0.198642550000001	NA
TIMM10	NA	NA	0.128791419999999	NA
TIMM13	NA	NA	-0.0930175449999995	NA
TIMM17A	NA	NA	-0.00338393100000012	NA
TIMM17B	NA	NA	0.0261016610000002	NA
TIMM22	NA	NA	0.0555321380000002	NA
TIMM23	NA	NA	0.18518072	NA
TIMM44	NA	NA	-0.0547373090000001	NA
TIMM50	NA	NA	0.0615467860000001	NA
TIMM8A	NA	NA	0.148760938999999	NA
TIMM8B	NA	NA	0.517449627	NA
TIMM9	NA	NA	0.460985271	NA
TK2	NA	NA	0.102003537	NA
TMEM126B	NA	NA	0.0993585600000007	NA
TMEM70	NA	NA	0.0586675769999996	NA
TOMM20	NA	NA	-0.0372216400000003	NA
TOMM22	NA	NA	0.0696887799999999	NA
TOMM40	NA	NA	-0.0419628200000002	NA
TOMM40L	NA	NA	0.484151396	NA
TOMM5	NA	NA	0.00443401999999971	NA
TOMM6	NA	NA	0.0106921	NA
TOMM7	NA	NA	0.0612169300000005	NA
TOMM70A	NA	NA	0.415721246999999	NA
TOP1MT	NA	NA	0.142151030000001	NA
TOP3A	NA	NA	0.0556239180000002	NA
TP53	NA	NA	0.611593855999999	NA
TPI1	NA	NA	-0.38798594	NA
TRAK1	NA	NA	0.0174054300000002	NA
TRAK2	NA	NA	-0.176207695	NA
TRAP1	NA	NA	-0.370669935	NA
TRIT1	NA	NA	0.359310816999999	NA
TRMT1	NA	NA	-0.194330272	NA
TRMT11	NA	NA	-0.216142215	NA
TRMT112	NA	NA	0.335536919999999	NA
TRMT2B	NA	NA	0.254428099	NA
TRMT5	NA	NA	0.51156651	NA
TRMT6	NA	NA	0.401227313	NA
TRMU	NA	NA	0.284992047	NA
TRNT1	NA	NA	0.250236012	NA
TRUB2	NA	NA	0.129806075999999	NA
TSFM	NA	NA	0.225214578000001	NA
TTC19	NA	NA	0.129239635999999	NA
TUFM	NA	NA	0.102982560000001	NA
TXN2	NA	NA	-0.0878801899999999	NA
TXNRD2	NA	NA	0.0484869620000001	NA
UNG	NA	NA	-0.017013629	NA
UQCC	NA	NA	-0.00755391199999877	NA
UQCRB	NA	NA	-0.049794318	NA
UQCRC1	NA	NA	-0.10992472	NA
UQCRC2	NA	NA	0.392293999	NA
UQCRFS1	NA	NA	-0.0734546399999996	NA
UQCRH	NA	NA	0.0101245300000006	NA
UQCRQ	NA	NA	0.11798696	NA
UROD	NA	NA	0.10896548	NA
UROS	NA	NA	-0.0672102199999998	NA
VARS2	NA	NA	-0.223012269	NA
VDAC1	NA	NA	-0.0051794300000001	NA
VDAC2	NA	NA	0.0903526229999994	NA
VDAC3	NA	NA	0.141161070000001	NA
WARS2	NA	NA	0.0177041349999998	NA
XIAP	NA	NA	-0.022500537	NA
YARS	NA	NA	-0.17773049	NA
YARS2	NA	NA	0.10837184	NA
YME1L1	NA	NA	-0.0330485200000012	NA
YRDC	NA	NA	0.00905018999999996	NA
