gene	NA	NA	C3.5.13.FC	NA
CMPK2	NA	NA	0.180739952	NA
COX10	NA	NA	0.0342843099999985	NA
COX11	NA	NA	0.0454535620000005	NA
COX15	NA	NA	-0.213716851999999	NA
COX17	NA	NA	0.161155020000001	NA
COX18	NA	NA	-0.227424255	NA
COX19	NA	NA	-0.124665044999999	NA
COX4I1	NA	NA	-0.036664309999999	NA
COX4I2	NA	NA	-0.00298859799999995	NA
COX5A	NA	NA	-0.0303348000000003	NA
COX5B	NA	NA	-0.0362265300000004	NA
COX6A1	NA	NA	-0.0104321400000007	NA
COX6A2	NA	NA	-0.0437676510000005	NA
COX6B1	NA	NA	0.14159688	NA
COX6B2	NA	NA	-0.158840639	NA
COX6C	NA	NA	-0.16024679	NA
COX7A1	NA	NA	-0.105639361	NA
COX7A2	NA	NA	-0.14015494	NA
COX7B	NA	NA	-0.0744155099999997	NA
COX7B2	NA	NA	-0.192863073000001	NA
COX7C	NA	NA	0	NA
COX8A	NA	NA	0.0564421199999998	NA
CPOX	NA	NA	-0.146585196	NA
CPS1	NA	NA	-0.299933016999999	NA
CPT1A	NA	NA	0.197954674	NA
CPT1B	NA	NA	-0.259427017	NA
CPT1C	NA	NA	-0.620470750000001	NA
CPT2	NA	NA	0.140494907000001	NA
CRAT	NA	NA	0.00629530599999928	NA
CREB1	NA	NA	0.0468469410000001	NA
CRLS1	NA	NA	-0.180320699999999	NA
CS	NA	NA	-0.326638449999999	NA
CYC1	NA	NA	0.0438464700000001	NA
CYCS	NA	NA	0.011374494	NA
DAP3	NA	NA	-0.130542389999999	NA
DARS2	NA	NA	0.211039912999999	NA
DDX28	NA	NA	0.172570752	NA
DECR1	NA	NA	-0.2656788	NA
DHX30	NA	NA	-0.0941937030000002	NA
DIABLO	NA	NA	0.19917946	NA
DKC1	NA	NA	0.1762253	NA
DLAT	NA	NA	-0.0388140989999997	NA
DLD	NA	NA	0.0408666810000007	NA
DLST	NA	NA	0.450388969999999	NA
DNAJC19	NA	NA	0.0211986419999999	NA
DNM1	NA	NA	-0.126944674	NA
DNM1L	NA	NA	0.207568144	NA
DUS2L	NA	NA	0.0557637370000013	NA
DYNLL1	NA	NA	-0.229452610000001	NA
EARS2	NA	NA	0.0676837700000004	NA
ECHS1	NA	NA	0.0277205399999989	NA
ECSIT	NA	NA	0.0509542810000001	NA
EFHA1	NA	NA	-0.155011026	NA
EFHA2	NA	NA	0.103619881999999	NA
EIF2AK1	NA	NA	0.0916102290000005	NA
EIF2AK3	NA	NA	0.0394790689999995	NA
EIF3M	NA	NA	0.140209710000001	NA
ELAC2	NA	NA	0.0575402979999993	NA
ENDOG	NA	NA	0.00551008200000069	NA
ENO1	NA	NA	-0.0853106299999986	NA
ENO2	NA	NA	-0.258689093000001	NA
ENO3	NA	NA	-0.120285202	NA
FABP1	NA	NA	0.303557432	NA
FABP12	NA	NA	0.065853637	NA
FABP2	NA	NA	-0.115517266	NA
FABP3	NA	NA	-0.10278808	NA
FABP4	NA	NA	-0.187073394	NA
FABP5	NA	NA	0.152108005	NA
FABP6	NA	NA	-0.081002367	NA
FABP7	NA	NA	-0.677021659999999	NA
FABP9	NA	NA	-0.165988996999999	NA
FAM96A	NA	NA	-0.217821623999999	NA
FAM96B	NA	NA	0.23923748	NA
FARS2	NA	NA	0.217077422999999	NA
FDX1	NA	NA	0.0505227589999997	NA
FDX1L	NA	NA	0.230728083999999	NA
FDXR	NA	NA	-0.0112253490000001	NA
FECH	NA	NA	-0.183376614	NA
FH	NA	NA	-0.32632428	NA
FIS1	NA	NA	0.210330895	NA
FOXRED1	NA	NA	-0.189647214000001	NA
FTMT	NA	NA	0.0308738990000004	NA
FXN	NA	NA	-0.178749284	NA
GABARAP	NA	NA	0.207786891	NA
GAPDH	NA	NA	0.18863651	NA
GAPDHS	NA	NA	0.00210593999999986	NA
GARS	NA	NA	-0.0481293000000012	NA
GATC	NA	NA	0.06508936	NA
GCK	NA	NA	0.314279266	NA
GCLC	NA	NA	0.119655522	NA
GCLM	NA	NA	0.174939722	NA
GDAP1	NA	NA	0.201941783000001	NA
GFER	NA	NA	0.014689755	NA
GFM1	NA	NA	-0.272934922999999	NA
GFM2	NA	NA	-0.152310957	NA
GLRX2	NA	NA	0.126498155	NA
GLRX5	NA	NA	0.0754384300000002	NA
GOT2	NA	NA	0.0814584399999987	NA
GPI	NA	NA	0.0514053400000005	NA
GPX1	NA	NA	-0.196071031	NA
GPX4	NA	NA	-0.063004939999999	NA
GRPEL1	NA	NA	0.0398493260000006	NA
GRPEL2	NA	NA	-0.170583106999999	NA
GSR	NA	NA	-0.319269418	NA
GSS	NA	NA	-0.0540322050000004	NA
GSTA1	NA	NA	0.118986572	NA
GSTA2	NA	NA	-0.0222796680000004	NA
GSTA4	NA	NA	-0.519906847	NA
GSTP1	NA	NA	-0.254328560000001	NA
GTPBP3	NA	NA	0.0256531670000006	NA
HADH	NA	NA	-0.35601456	NA
HADHA	NA	NA	-0.369650528000001	NA
HADHB	NA	NA	0.0486537560000002	NA
HARS2	NA	NA	0.188219906	NA
HCCS	NA	NA	-0.00831643199999998	NA
HK1	NA	NA	0.0237636899999991	NA
HK2	NA	NA	0.0260142809999984	NA
HK3	NA	NA	0.10920904	NA
HMBS	NA	NA	0.15222597	NA
HSCB	NA	NA	-0.194639548	NA
HSD17B10	NA	NA	0.0528650010000007	NA
HSPA9	NA	NA	0.17912486	NA
HTRA2	NA	NA	0.0716721049999993	NA
IARS2	NA	NA	-0.00845231000000091	NA
IDH1	NA	NA	-0.0910422799999999	NA
IDH2	NA	NA	-0.0636218310000007	NA
IDH3A	NA	NA	-0.153154251	NA
IDH3B	NA	NA	-0.05692509	NA
IDH3G	NA	NA	0.0647791270000013	NA
IMMP1L	NA	NA	-0.0122092789999995	NA
IMMP2L	NA	NA	-0.199347435	NA
ISCA1	NA	NA	0.0192569020000004	NA
ISCA2	NA	NA	-0.0462839489999993	NA
ISCU	NA	NA	-0.00606565000000003	NA
ITPR1	NA	NA	-0.197082795	NA
ITPR2	NA	NA	0.291669377	NA
ITPR3	NA	NA	-0.0660876100000003	NA
KARS	NA	NA	0.0576700079999988	NA
KIAA0391	NA	NA	0.0415628619999993	NA
KIF1B	NA	NA	0.0349421579999998	NA
KIF5B	NA	NA	-0.0360592779999998	NA
LARS2	NA	NA	-0.151531329999999	NA
LDHA	NA	NA	-0.0537140219999994	NA
LDHAL6B	NA	NA	0.096826579	NA
LDHB	NA	NA	0.0694067100000009	NA
LDHC	NA	NA	0.0178112760000007	NA
LETM1	NA	NA	-0.154759789	NA
LIG3	NA	NA	-0.0769943180000006	NA
LONP1	NA	NA	0.236081819999999	NA
LRPPRC	NA	NA	0.131947610000001	NA
LYRM4	NA	NA	0.250495374	NA
MAP1LC3A	NA	NA	0.0457936700000001	NA
MAPK1	NA	NA	-0.29401902	NA
MAPK3	NA	NA	0.120462335000001	NA
MARS2	NA	NA	-0.172840834	NA
MCL1	NA	NA	-0.0615677100000003	NA
MDH2	NA	NA	-0.0565522900000008	NA
MFF	NA	NA	-0.0507026479999997	NA
MFN1	NA	NA	0.168349121	NA
MFN2	NA	NA	0.283584656999999	NA
MIPEP	NA	NA	0.0915496620000003	NA
MMS19	NA	NA	-0.100393110000001	NA
MPV17	NA	NA	0.0107667280000001	NA
MPV17L	NA	NA	0.204252269	NA
MPV17L2	NA	NA	-0.0642731609999991	NA
MRPL1	NA	NA	0.219806793999998	NA
MRPL10	NA	NA	-0.109834001000001	NA
MRPL11	NA	NA	0.0829161000000003	NA
MRPL12	NA	NA	0.319193099	NA
MRPL13	NA	NA	0.0667745499999999	NA
MRPL14	NA	NA	0.13676441	NA
MRPL15	NA	NA	0.21788789	NA
MRPL16	NA	NA	0.144473190000001	NA
MRPL17	NA	NA	0.425409269999999	NA
MRPL18	NA	NA	0.00512460999999931	NA
MRPL19	NA	NA	0.272748813	NA
MRPL2	NA	NA	0.0391344539999992	NA
MRPL20	NA	NA	0.142268850000001	NA
MRPL21	NA	NA	0.25018403	NA
MRPL22	NA	NA	0.0418152900000006	NA
MRPL23	NA	NA	-0.13070422	NA
MRPL24	NA	NA	-0.0972725430000008	NA
MRPL27	NA	NA	0.20321242	NA
MRPL28	NA	NA	-0.172618758	NA
MRPL3	NA	NA	-0.20403862	NA
MRPL30	NA	NA	-0.289253229	NA
MRPL32	NA	NA	-0.0792617700000005	NA
MRPL33	NA	NA	-0.0487311100000003	NA
MRPL34	NA	NA	-0.0296180899999996	NA
MRPL35	NA	NA	0.227089394	NA
MRPL36	NA	NA	0.220258210000001	NA
MRPL37	NA	NA	-0.0129823600000005	NA
MRPL38	NA	NA	0.280549536000001	NA
MRPL39	NA	NA	0.0224329350000003	NA
MRPL4	NA	NA	0.114283842999999	NA
MRPL40	NA	NA	-0.108283646	NA
MRPL41	NA	NA	0.0547937999999988	NA
MRPL42	NA	NA	-0.0913897070000012	NA
MRPL43	NA	NA	0.00884491000000054	NA
MRPL44	NA	NA	0.207403496	NA
MRPL45	NA	NA	-0.0239216169999992	NA
MRPL46	NA	NA	0.296447551	NA
MRPL47	NA	NA	0.0385223739999994	NA
MRPL48	NA	NA	0.407701609	NA
MRPL49	NA	NA	0.0922262549999999	NA
MRPL50	NA	NA	0.044628079999999	NA
MRPL51	NA	NA	0.0354399499999989	NA
MRPL52	NA	NA	-0.229362981	NA
MRPL53	NA	NA	-0.0396470390000001	NA
MRPL54	NA	NA	0.18262859	NA
MRPL55	NA	NA	0.121293450000001	NA
MRPL9	NA	NA	0.138902898	NA
MRPS10	NA	NA	-0.281761025	NA
MRPS11	NA	NA	-0.142323909	NA
MRPS12	NA	NA	0.30058273	NA
MRPS14	NA	NA	-0.0770490399999995	NA
MRPS15	NA	NA	0.284373280000001	NA
MRPS16	NA	NA	-0.152609152	NA
MRPS17	NA	NA	-0.00994073000000029	NA
MRPS18A	NA	NA	-0.267605526000001	NA
MRPS18B	NA	NA	0.121036889999999	NA
MRPS18C	NA	NA	-0.0920274619999999	NA
MRPS2	NA	NA	0.00543241100000103	NA
MRPS21	NA	NA	0.078871920000001	NA
MRPS22	NA	NA	-0.0814923200000006	NA
MRPS23	NA	NA	0.124662776999999	NA
MRPS24	NA	NA	0.239199600000001	NA
MRPS25	NA	NA	-0.166751931	NA
MRPS26	NA	NA	0.12700441	NA
MRPS27	NA	NA	-0.27308706	NA
MRPS28	NA	NA	-0.0629212120000009	NA
MRPS30	NA	NA	0.11003562	NA
MRPS31	NA	NA	0.00707197000000015	NA
MRPS33	NA	NA	-0.281913188999999	NA
MRPS34	NA	NA	0.404005299	NA
MRPS35	NA	NA	0.0796308400000001	NA
MRPS36	NA	NA	-0.041864275	NA
MRPS5	NA	NA	0.135030863000001	NA
MRPS6	NA	NA	-0.23654805	NA
MRPS7	NA	NA	0.2761519	NA
MRPS9	NA	NA	0.0649725300000004	NA
MRRF	NA	NA	0.0261870769999994	NA
MSTO1	NA	NA	-0.275399619	NA
MTFMT	NA	NA	-0.202715342999999	NA
MTIF2	NA	NA	0.00128716299999976	NA
MTIF3	NA	NA	0.0815046969999997	NA
MTO1	NA	NA	0.327996789	NA
MTPAP	NA	NA	-0.307284506999999	NA
MTRF1	NA	NA	-0.197569239	NA
MTRF1L	NA	NA	-0.0503170260000001	NA
MUTYH	NA	NA	0.243161561	NA
NARF	NA	NA	0.115470278	NA
NARS2	NA	NA	0.0276162829999986	NA
NDUFA1	NA	NA	0.13250878	NA
NDUFA10	NA	NA	-0.0378334290000009	NA
NDUFA11	NA	NA	0.127426040000001	NA
NDUFA12	NA	NA	-0.035066239999999	NA
NDUFA13	NA	NA	0.317529799999999	NA
NDUFA2	NA	NA	-0.0836866399999998	NA
NDUFA3	NA	NA	0.0384499700000003	NA
NDUFA4	NA	NA	0.200610729999999	NA
NDUFA5	NA	NA	-0.0576399099999998	NA
NDUFA6	NA	NA	0.119105470000001	NA
NDUFA7	NA	NA	-0.115305877000001	NA
NDUFA8	NA	NA	-0.20745733	NA
NDUFA9	NA	NA	0.00982255999999992	NA
NDUFAB1	NA	NA	-0.118172599999999	NA
NDUFAF1	NA	NA	-0.0222791079999993	NA
NDUFAF2	NA	NA	0.0282322999999991	NA
NDUFAF3	NA	NA	-0.14332971	NA
NDUFB1	NA	NA	0.0491962150000003	NA
NDUFB10	NA	NA	-0.260674199999999	NA
NDUFB11	NA	NA	-0.13948598	NA
NDUFB2	NA	NA	-0.0235304700000007	NA
NDUFB3	NA	NA	-0.0366111100000008	NA
NDUFB4	NA	NA	-0.00892621599999988	NA
NDUFB5	NA	NA	-0.159082140000001	NA
NDUFB6	NA	NA	0.00313496999999963	NA
NDUFB7	NA	NA	0.139273130000001	NA
NDUFB8	NA	NA	-0.0381709600000004	NA
NDUFB9	NA	NA	0.103580150000001	NA
NDUFC1	NA	NA	0.126837779999999	NA
NDUFC2	NA	NA	-0.0999898550000005	NA
NDUFS1	NA	NA	0.146400527	NA
NDUFS2	NA	NA	-0.0660004149999995	NA
NDUFS3	NA	NA	0.0786616500000008	NA
NDUFS4	NA	NA	0.0944864599999988	NA
NDUFS5	NA	NA	0.0892195900000008	NA
NDUFS6	NA	NA	0.161298605	NA
NDUFS7	NA	NA	-0.18766812	NA
NDUFS8	NA	NA	-0.14829282	NA
NDUFV1	NA	NA	0.0808177499999996	NA
NDUFV2	NA	NA	-0.128149969999999	NA
NDUFV3	NA	NA	-0.116620439	NA
NFE2L2	NA	NA	-0.312393525000001	NA
NFS1	NA	NA	0.14040116	NA
NFU1	NA	NA	0.22846062	NA
NME3	NA	NA	0.0423464439999997	NA
NME4	NA	NA	0.13784682	NA
NME6	NA	NA	0.0200240059999999	NA
NRF1	NA	NA	-0.120565321	NA
NSUN2	NA	NA	0.30803012	NA
NTHL1	NA	NA	-0.240367347999999	NA
NUBP1	NA	NA	0.0949207739999984	NA
NUBP2	NA	NA	0.00807753800000022	NA
NUBPL	NA	NA	-0.21659803	NA
OGDH	NA	NA	-0.159028662	NA
OGG1	NA	NA	0.0959453480000008	NA
OMA1	NA	NA	-0.152852784999999	NA
OPA1	NA	NA	-0.0787213800000002	NA
OPA3	NA	NA	0.0524432019999992	NA
OSGEPL1	NA	NA	0.0605305300000003	NA
OTC	NA	NA	-0.0131279319999997	NA
OXA1L	NA	NA	-0.0258697200000011	NA
PACS2	NA	NA	0.0527895359999997	NA
PARK2	NA	NA	-0.037167738	NA
PARL	NA	NA	0.14192154	NA
PARS2	NA	NA	0.0652511580000006	NA
PDHA1	NA	NA	-0.0698442300000011	NA
PDHA2	NA	NA	-0.167787468999999	NA
PDHB	NA	NA	0.105205329999999	NA
PDHX	NA	NA	-0.235017522	NA
PFKL	NA	NA	0.00763197900000012	NA
PFKM	NA	NA	-0.0333093600000005	NA
PFKP	NA	NA	-0.0697050400000006	NA
PGAM1	NA	NA	0.0459109399999988	NA
PGAM2	NA	NA	0.00259513500000086	NA
PGK1	NA	NA	0.240643059	NA
PGK2	NA	NA	0.0801185659999994	NA
PGS1	NA	NA	-0.0706546800000005	NA
PHB	NA	NA	-0.0184597100000001	NA
PHB2	NA	NA	0.0430826299999989	NA
PINK1	NA	NA	0.648102525000001	NA
PKIA	NA	NA	0.117592873	NA
PKLR	NA	NA	0.175283053999999	NA
PKM2	NA	NA	0.0679290600000009	NA
PLD6	NA	NA	-0.258259682999999	NA
PMAIP1	NA	NA	0.0122688000000011	NA
PML	NA	NA	-0.0106109679999999	NA
PMPCA	NA	NA	0.0923346000000009	NA
PMPCB	NA	NA	-0.124748440000001	NA
POLG	NA	NA	-0.259397405000001	NA
POLG2	NA	NA	-0.0713507230000001	NA
POLRMT	NA	NA	0.0651830950000001	NA
PPARGC1A	NA	NA	0.0389053050000001	NA
PPIA	NA	NA	-0.509472018	NA
PPIF	NA	NA	-0.313866404000001	NA
PPOX	NA	NA	-0.0613233200000014	NA
PRDX3	NA	NA	-0.183320980000001	NA
PTCD2	NA	NA	0.0554684020000007	NA
PTCD3	NA	NA	-0.2094812	NA
PTPMT1	NA	NA	0.267167839999999	NA
PUS1	NA	NA	0.191763477	NA
PUS3	NA	NA	0.175075931	NA
QRSL1	NA	NA	-0.00392711299999959	NA
QTRT1	NA	NA	0.247013267	NA
QTRTD1	NA	NA	0.00197621099999878	NA
RARS2	NA	NA	0.0804803130000007	NA
RHOT1	NA	NA	-0.117874357	NA
RHOT2	NA	NA	0.0818609540000015	NA
RMND1	NA	NA	-0.217967474	NA
RMRP	NA	NA	-0.0665903610000003	NA
RNASEH1	NA	NA	0.245235439999998	NA
RNASEL	NA	NA	-0.0399243139999994	NA
RPS19	NA	NA	0.22008611	NA
RPUSD2	NA	NA	-0.00768715999999969	NA
RPUSD4	NA	NA	0.24095846	NA
RRM2B	NA	NA	-0.313331081999999	NA
SAMM50	NA	NA	-0.0806710299999995	NA
SARS2	NA	NA	-0.20566103	NA
SBDS	NA	NA	0.081815873	NA
SCO1	NA	NA	0.146571809999999	NA
SCO2	NA	NA	0.206456242000002	NA
SDHA	NA	NA	-0.317001221	NA
SDHAF1	NA	NA	0.0873414090000004	NA
SDHAF2	NA	NA	0.0748171800000001	NA
SDHB	NA	NA	0.1685123	NA
SDHC	NA	NA	-0.230709463	NA
SDHD	NA	NA	-0.0437630020000004	NA
SH3GLB1	NA	NA	0.160886701000001	NA
SHC1	NA	NA	0.146487789	NA
SIGMAR1	NA	NA	-0.0379477220000002	NA
SLC24A6	NA	NA	-0.250997587999999	NA
SLC25A1	NA	NA	0.0602655500000004	NA
SLC25A19	NA	NA	-0.0361723219999988	NA
SLC25A20	NA	NA	0.101900602000001	NA
SLC25A28	NA	NA	-0.0784732570000006	NA
SLC25A3	NA	NA	-0.074841189999999	NA
SLC25A33	NA	NA	0.0621121490000007	NA
SLC25A37	NA	NA	0.147035285999999	NA
SLC25A4	NA	NA	-0.234370179999999	NA
SLC25A5	NA	NA	0.0547214799999995	NA
SLC25A6	NA	NA	0.0894093199999997	NA
SLC27A1	NA	NA	-0.288535912	NA
SLC27A2	NA	NA	-0.0786081959999994	NA
SLC27A3	NA	NA	-0.080127087000001	NA
SLC27A4	NA	NA	-0.0192924119999995	NA
SLC27A5	NA	NA	0.0881791920000001	NA
SLC27A6	NA	NA	-0.0932365759999998	NA
SLC29A1	NA	NA	0.342131128	NA
SLC2A1	NA	NA	-0.0597587900000001	NA
SLC2A2	NA	NA	0.112712943	NA
SLC2A3	NA	NA	0.135837759999999	NA
SLC2A4	NA	NA	0.166665641	NA
SLC2A5	NA	NA	0.0271052300000001	NA
SOD1	NA	NA	-0.28454867	NA
SOD2	NA	NA	0.1786073	NA
SPG7	NA	NA	-0.316009169999999	NA
SQSTM1	NA	NA	-0.0755072899999991	NA
SSBP1	NA	NA	0.107652229999999	NA
STOML2	NA	NA	0.21117207	NA
SUCLA2	NA	NA	0.180644948000001	NA
SUCLG1	NA	NA	0.137570885000001	NA
SUCLG2	NA	NA	-0.240384517999999	NA
SURF1	NA	NA	0.178893989000001	NA
TACO1	NA	NA	-0.0446951299999991	NA
TARS2	NA	NA	-0.00384158699999837	NA
TAZ	NA	NA	0.0885022759999998	NA
TCHP	NA	NA	-0.0745102769999999	NA
TERT	NA	NA	-0.129807567999999	NA
TFAM	NA	NA	0.151090590000001	NA
TFB1M	NA	NA	-0.0676404969999993	NA
TFB2M	NA	NA	-0.178616257	NA
TIMM10	NA	NA	0.202542999999999	NA
TIMM13	NA	NA	-0.0843174819999994	NA
TIMM17A	NA	NA	0.0403821310000003	NA
TIMM17B	NA	NA	0.075475505	NA
TIMM22	NA	NA	0.0625958759999996	NA
TIMM23	NA	NA	-0.232033899999999	NA
TIMM44	NA	NA	0.00214687799999957	NA
TIMM50	NA	NA	-0.10874463	NA
TIMM8A	NA	NA	-0.141858219	NA
TIMM8B	NA	NA	0.518850172	NA
TIMM9	NA	NA	0.311511479	NA
TK2	NA	NA	0.0127909879999999	NA
TMEM126B	NA	NA	0.0214531400000002	NA
TMEM70	NA	NA	0.0425107029999996	NA
TOMM20	NA	NA	-0.296864769999999	NA
TOMM22	NA	NA	0.10917227	NA
TOMM40	NA	NA	0.0902408000000001	NA
TOMM40L	NA	NA	0.576041488	NA
TOMM5	NA	NA	0.0433119899999994	NA
TOMM6	NA	NA	-0.0595617900000001	NA
TOMM7	NA	NA	0.279328400000001	NA
TOMM70A	NA	NA	0.286225756999999	NA
TOP1MT	NA	NA	0.251000587	NA
TOP3A	NA	NA	-0.0785417370000001	NA
TP53	NA	NA	0.363116782999999	NA
TPI1	NA	NA	0.0783928199999995	NA
TRAK1	NA	NA	0.0615247979999998	NA
TRAK2	NA	NA	-0.0869510699999996	NA
TRAP1	NA	NA	-0.330584676999999	NA
TRIT1	NA	NA	0.130819581999999	NA
TRMT1	NA	NA	0.026934966999999	NA
TRMT11	NA	NA	-0.0789473259999998	NA
TRMT112	NA	NA	0.136787499999999	NA
TRMT2B	NA	NA	-0.000207194000000577	NA
TRMT5	NA	NA	0.381224029999998	NA
TRMT6	NA	NA	0.294116106000001	NA
TRMU	NA	NA	0.299960086	NA
TRNT1	NA	NA	0.272876263000001	NA
TRUB2	NA	NA	-0.0257436239999995	NA
TSFM	NA	NA	0.252871513000001	NA
TTC19	NA	NA	0.0747208379999993	NA
TUFM	NA	NA	0.0880276799999997	NA
TXN2	NA	NA	0.0737919219999998	NA
TXNRD2	NA	NA	0.0362671800000003	NA
UNG	NA	NA	-0.0195978480000001	NA
UQCC	NA	NA	-0.0856026869999997	NA
UQCRB	NA	NA	0.0355607760000005	NA
UQCRC1	NA	NA	0.0732520599999997	NA
UQCRC2	NA	NA	-0.155098726	NA
UQCRFS1	NA	NA	0.201948160000001	NA
UQCRH	NA	NA	0.0400099399999991	NA
UQCRQ	NA	NA	-0.02444004	NA
UROD	NA	NA	-0.0216171599999999	NA
UROS	NA	NA	-0.0304845799999995	NA
VARS2	NA	NA	0.0571418440000002	NA
VDAC1	NA	NA	-0.0987197200000001	NA
VDAC2	NA	NA	-0.113858709000001	NA
VDAC3	NA	NA	0.0128146900000008	NA
WARS2	NA	NA	-0.0427551280000005	NA
XIAP	NA	NA	0.0084356630000002	NA
YARS	NA	NA	-0.245342169999999	NA
YARS2	NA	NA	0.235501449999999	NA
YME1L1	NA	NA	-0.249228868000001	NA
YRDC	NA	NA	0.0919720300000009	NA
